N_id,Title,Main Genre,Sub Genres,Release Year,Maturity Rating,Original Audio,Recommendations
80202877,The White Tiger,Drama,"Crime, Drama, Based on Books, Social Issue Dramas, US",2021,U/A 16+,"Hindi - Audio Description, Hindi, English [Original], Tamil, Telugu, English - Audio Description","80222729, 81444027, 81176968, 81206929, 81116486, 81280352, 81037373, 81086997, 81269716, 81205388, 80201175, 81107576"
80202902,Two,Thriller,"Spanish, Drama, Thriller",2021,A,"Spanish Spain - Audio Description, English, Spanish Spain [Original]","81205314, 81090319, 81090386, 81136406, 81478642, 81674326, 8188050, 60023237, 81085817, 81170838, 81346196, 70294663"
80202920,Someone Great,Comedy,"Romantic Comedies, Comedy, Romantic, US",2019,U/A 16+,"English [Original], English - Audio Description","80203147, 80208802, 81030422, 80239019, 81053303, 81504327, 80202874, 60026122, 60036227, 80184100, 81034895, 81050546"
80203094,City of Joy,Documentary,"Documentaries, US",2018,U/A 16+,"English [Original], English - Audio Description","81319177, 80009431, 81089353, 81353947, 80133187, 80989772, 81321341, 80116922, 81713263, 81650731, 81521475, 81341795"
80203144,The Last Dance,Documentary,"Docuseries, Social & Cultural Docs, Sports, US TV Shows",2020,U/A 16+,N/A,"81223488, 81720808, 81005126, 81733186, 60031683, 81386989, 81681112, 81452996, 81644531, 81026440, 81026439, 81231181"
80203147,To All the Boys I’ve Loved Before,Romance,"Romantic Comedies, Comedy, Romantic, Based on Books, Teen, US",2018,U/A 13+,"English [Original], Hindi, English - Audio Description","81030842, 81416306, 81127150, 81019888, 81446038, 81026818, 80239639, 81249731, 81040397, 81324724, 81026819, 80143556"
80203186,Crawl,Horror,"Creature Features, Horror, US",2019,A,"Hindi, English [Original], Tamil, Telugu, English - Audio Description","70032591, 81021447, 81415088, 81240831, 60036256, 81210788, 80161216, 70113006, 81131575, 81198941, 81157374, 81189449"
80203254,Rust Valley Restorers,Reality TV,"Canadian, Makeover Reality TV, Reality TV",2019,U/A 13+,N/A,"80189648, 81032737, 81199095, 81196690, 81505384, 81349493, 80135640, 81598918, 81208067, 81195982, 80190009, 80194704"
80203522,Barbra: The Music ... The Mem'ries ... The Magic!,Music,"Music, Concerts, US",2017,U/A 13+,"English [Original], English - Audio Description","80127559, 81728930, 81238721, 81912861, 81720500, 81028336, 81562530, 81254437, 80196586, 81031929, 81013626, 81079586"
80203920,Nowhere Man,Action,"TV Dramas, Taiwanese, TV Action & Adventure, Crime TV Shows, Chinese TV Shows",2019,A,N/A,"81019391, 81477952, 81652564, 81342504, 81651687, 81746263, 81287844, 81689962, 81461539, 81622630, 81227121, 81168282"
80204364,Styling Hollywood,Reality TV,"Reality TV, US TV Shows, Lifestyle",2019,U/A 13+,N/A,"81032737, 81425251, 81512574, 80160037, 81127121, 81109061, 81207686, 81319212, 80217627, 81577024, 81075536, 81026300"
80204393,Happiest Season,Comedy,"Romantic Comedies, LGBTQ, Comedy, Romantic, US",2020,U/A 13+,"Hindi, English [Original], Tamil, Telugu, English - Audio Description","81925635, 81148358, 81213653, 80018695, 80241545, 81086631, 81005150, 80121387, 81261676, 81923251, 81034553, 80201542"
80204451,BAKI,Anime,"Shounen Anime, Action Anime, Japanese, Anime Series, Sports Anime, Mixed Martial Arts, Sports, TV Shows Based on Manga",2018,A,N/A,"81648184, 81002441, 81091393, 80117291, 81215625, 80179831, 80995578, 81249833, 81177634, 81236338, 81663325, 80992228"
80204465,Project Power,Action,"Sci-Fi, Crime, Action & Adventure, US",2020,U/A 16+,"English [Original], Hindi, English - Audio Description","81171201, 81043660, 80218306, 81186049, 81480320, 80098200, 81453003, 81074110, 81309354, 80996324, 80119234, 81438809"
80204739,Spiritual House,Talk Show,"Talk Shows, Japanese, Lifestyle",2017,U/A 13+,N/A,"80998853, 81932521, 81506279, 81152839, 81932568, 81190041, 81786596, 80209379, 81685212, 81521365"
80204889,Dating Around,Reality TV,"Wedding & Romance Reality TV, Reality TV, US TV Shows, Lifestyle",2019,A,N/A,"81675428, 81610979, 81292203, 81665880, 81582706, 81436209, 81394999, 80996601, 81144196, 81319212, 81347577, 81676358"
80204890,Formula 1: Drive to Survive,Documentary,"British, Docuseries, Sports",2019,U/A 16+,N/A,"81700869, 80189648, 80227556, 81569920, 81783473, 81444292, 81733186, 81399204, 81681112, 81231181, 81153133, 70170051"
80204923,Benji,Kids,"Family, Children & Family, Drama, US",2018,U/A 7+,"English [Original], English - Audio Description","81023618, 81488581, 81191433, 81349324, 80210290, 81107362, 81040639, 80245121, 80992263, 81762622, 80239306, 81309532"
80205037,Supa Team 4,Kids,"Kids' TV, South African, TV Comedies, TV Cartoons",2023,U/A 7+,N/A,"81021116, 80221337, 80105933, 80993597, 81191979, 81035568, 80115341, 80167821, 81252403, 81486454, 81093076, 81309532"
80205204,Christina P: Mother Inferior,Comedy,Stand-Up Comedy,2017,A,English [Original],"80134968, 80185322, 81435618, 81685073, 81002876, 80187307, 81614239, 81605926, 81192249, 80238020, 80133554, 81691534"
80205593,1983,Thriller,"Political TV Shows, TV Dramas, Polish, TV Mysteries, TV Thrillers, Social Issue TV Dramas",2018,A,N/A,"81073977, 81108061, 81221656, 81258692, 81641220, 80214497, 81221644, 81318108, 81335264, 81488784, 81613239, 81189092"
80205594,Green Frontier,Thriller,"Colombian, Crime TV Shows, TV Thrillers",2019,A,N/A,"81728085, 81463577, 80240691, 80173176, 81332052, 81759464, 81038589, 81622918, 81170838, 81644947, 81521006, 80237937"
80205595,Always a Witch,Fantasy,"TV Dramas, Colombian, TV Shows Based on Books, Teen TV Shows, TV Comedies, Fantasy TV Shows",2018,U/A 16+,N/A,"80220679, 80199393, 80244780, 81258637, 80242819, 80242724, 81335124, 80217517, 81279312, 80223989, 80236319, 80241581"
80205626,Hit & Run,Thriller,"TV Dramas, TV Mysteries, TV Action & Adventure, US TV Shows, TV Thrillers",2021,A,N/A,"80178151, 80188120, 80113612, 81015514, 81396545, 81123055, 80195198, 80240005, 81175433, 81417796, 81423620, 81147725"
80206099,The Serpent,Thriller,"TV Dramas, British, TV Thrillers, TV Shows Based on Real Life",2021,A,N/A,"81287562, 80241855, 81463577, 81113742, 80200549, 81332052, 81971071, 80114855, 80991754, 80216172, 80244630, 80153467"
80206300,Annihilation,Sci-Fi,"Sci-Fi, Horror, Based on Books, US",2018,U/A 16+,"English [Original], English - Audio Description","80236421, 80227090, 80231903, 81023636, 81301595, 80244645, 80174608, 80217312, 80134431, 80158148, 80158764, 80183339"
80206395,Trump: An American Dream,Documentary,"Political TV Shows, British, Business Documentaries, Political Documentaries, Biographical Documentaries, Docuseries, Social & Cultural Docs",2018,U/A 13+,N/A,"81609333, 81345769, 80224905, 80118100, 80114666, 81466159, 81462290, 80184771, 80989772, 81479059, 81315804, 81554996"
80206420,Intrusion,Thriller,"Thriller, US",2021,U/A 13+,"English [Original], Hindi, English - Audio Description","81477746, 80223997, 81283586, 81029875, 81500381, 60022700, 81092222, 70113299, 80242820, 81157374, 80998968, 81225962"
80206847,Jab Harry Met Sejal,Comedy,"Hindi-Language, Bollywood, Romantic Comedies, Comedy, Romantic",2017,U/A 13+,Hindi [Original],"60036112, 80087743, 80017528, 70303428, 80158042, 60036735, 80091866, 70276515, 81005364, 80147949, 80078739, 70083535"
80206910,Eli,Horror,"Horror, US",2019,U/A 16+,"English [Original], English - Audio Description","80991313, 70032591, 81478662, 81034937, 81085815, 81691511, 81410539, 80237905, 81048729, 80109295, 80219131, 80217312"
80207033,Cowboy Bebop,Sci-Fi,"Music, Sci-Fi TV, TV Action & Adventure, US TV Shows",2021,A,N/A,"81094067, 81217220, 81144203, 80174974, 80097140, 80118543, 80001305, 81033445, 80174608, 80217863, 81054853, 80244953"
80207046,Sunderland 'Til I Die,Documentary,"British, Competition Reality TV, Reality TV, Docuseries, Social & Cultural Docs, Sports",2018,U/A 16+,N/A,"81015566, 81223488, 81005126, 81783473, 81733186, 81386989, 80204890, 81681112, 81074673, 80211576, 81665042, 81654726"
80207066,Flinch,Reality TV,"British, Competition Reality TV, Reality TV",2019,U/A 13+,N/A,"81653386, 81060576, 81032737, 81006858, 80190510, 80213322, 81342716, 81017316, 81333845, 81326202, 80095299, 81428709"
80207371,Close,Action,"British, Action & Adventure",2019,U/A 16+,"English [Original], English - Audio Description","81388316, 81058695, 81038963, 81488967, 81410784, 81218770, 81058613, 80223052, 70142823, 80220426, 81034865, 80216200"
80207495,Wounds,Horror,"Horror, Based on Books, US",2019,A,"English [Original], Hindi, English - Audio Description","81274959, 80991313, 70032591, 81248435, 80177400, 80211638, 80198661, 81203335, 81410539, 81048729, 81342665, 81217751"
80208104,Beat Bugs: All Together Now,Kids,"Kids' TV, Children & Family, Kids Music, TV Cartoons, Musicals, US",2017,U,"English [Original], English - Audio Description","80134440, 81286920, 80201451, 81221345, 81615858, 80057611, 80113144, 80063705, 80108159, 81416349, 81063145, 81489520"
80208242,"Strip Down, Rise Up",Documentary,"Documentaries, US",2021,A,"English [Original], English - Audio Description","81436688, 80222248, 80038162, 81160763, 81137265, 80176212, 81590934, 81498384, 80115676, 81406118, 80221584, 81487901"
80208273,Judah Friedlander: America Is the Greatest Country in the United States,Comedy,Stand-Up Comedy,2017,U/A 16+,English [Original],"80043049, 80175685, 80108759, 80227677, 80117461, 81730508, 80243600, 81738579, 81714181, 81635847, 70039645, 80134780"
80208298,Girls from Ipanema,Drama,"Music, Romantic TV Dramas, TV Dramas, Brazilian",2019,A,N/A,"81262228, 81578306, 81414646, 81104486, 81644787, 81047512, 81069463, 81054857, 81009545, 81175173, 81044355, 80100929"
80208802,All The Bright Places,Drama,"Drama, Romantic, Teen, US",2020,A,"English [Original], English - Audio Description","81349306, 81648162, 80203147, 81043665, 80171659, 80128245, 81435930, 81504320, 81447264, 786137, 60036227, 81660270"
80208806,Valley of the Dead,Action,"Spanish, Horror, Based on Books, Action & Adventure",2022,A,"Spanish Spain - Audio Description, English, Spanish Spain [Original]","81240831, 81021447, 81186049, 81003028, 80198645, 81739319, 81046394, 80161216, 81464329, 81093420, 80218656, 80198988"
80208910,Unnatural Selection,Documentary,"Business Documentaries, Science & Nature TV, Science & Nature Docs, Docuseries, US TV Shows",2019,U/A 16+,N/A,"81139212, 81116168, 81436688, 81516199, 80229847, 81460481, 81123425, 81343342, 81273453, 80216752, 81031737, 81098586"
80209006,The Trader (Sovdagari),Documentary,Documentaries,2018,U/A 7+,"Georgian [Original], English - Audio Description","81436688, 80244683, 81089353, 81719138, 81074663, 81240756, 81090071, 81562326, 81457004, 81513913, 81214929, 81312835"
80209013,Mr. Iglesias,Comedy,"Sitcoms, Teen TV Shows, TV Comedies, US TV Shows",2019,U/A 13+,N/A,"80095532, 81223007, 80244332, 80199128, 81064555, 80201035, 70281562, 80117628, 81327503, 81288370, 81045453, 80237903"
80209024,A Secret Love,Documentary,"Documentaries, LGBTQ, Biographical Documentaries, US",2020,U/A 13+,"English [Original], English - Audio Description","81380441, 81287562, 81088617, 80241248, 81079914, 81000365, 80245103, 81288353, 81332757, 80213445, 81011569, 81665094"
80209096,My Next Guest Needs No Introduction With David Letterman,Talk Show,"Talk Shows, Political TV Shows, US TV Shows",2018,U/A 16+,N/A,"81728569, 80225949, 80166467, 80171362, 81685878, 80996601, 81121023, 81742123, 81747800"
80209129,The School Nurse Files,Drama,"TV Dramas, Korean, TV Shows Based on Books, Fantasy TV Shows",2020,U/A 13+,N/A,"81264882, 81517168, 81087762, 81503460, 81572595, 80990381, 81323551, 81669777, 80241234, 81087764, 80990668, 81016276"
80209229,Guillermo del Toro's Cabinet of Curiosities,Horror,"TV Shows Based on Books, US TV Shows, Horror TV Serials",2022,A,N/A,"80222802, 81083626, 80997687, 81112336, 81295011, 80174608, 81483047, 80195378, 81414665, 81582069, 80189221, 81019792"
80209379,Tidying Up with Marie Kondo,Reality TV,"TV Shows Based on Books, Makeover Reality TV, Reality TV, Home & Garden Reality TV, US TV Shows, Lifestyle",2019,U/A 7+,N/A,"81032737, 80160037, 81088239, 81231940, 81109061, 80201870, 80217627, 81094723, 81319212, 81175716, 81016914, 81026300"
80209553,Busted!,Variety TV,"Korean, TV Mysteries, TV Comedies, Crime TV Shows, Variety TV",2018,U/A 16+,N/A,"80155793, 81653386, 81436209, 81436207, 81731720, 81769522, 81239224, 81651185, 81631016, 80176842, 81610166, 81635888"
80209608,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",Documentary,"Documentaries, Biographical Documentaries, US",2017,U/A 16+,"English [Original], English - Audio Description","81436688, 80102204, 80229847, 81644889, 81720500, 81177110, 81450717, 81155081, 81757532, 81387962, 81216491, 81026142"
80209609,Living Undocumented,Documentary,"Political TV Shows, Political Documentaries, Docuseries, Social & Cultural Docs, US TV Shows",2019,U/A 16+,N/A,"80244681, 80994107, 81321341, 81240756, 80092926, 80190843, 80116922, 80244679, 81521475, 81350804, 81476857, 81713263"
80209746,Revenge,Action,"French, Action & Adventure",2018,A,English,"81058695, 80236341, 81572011, 80993017, 81000511, 81458368, 60022700, 81058613, 81005258, 70142823, 81034865, 80216200"
80209895,"Ram Dass, Going Home",Documentary,"Documentaries, Biographical Documentaries, US",2018,U/A 13+,"English [Original], English - Audio Description","81436688, 80998853, 80102204, 80229847, 80231917, 81074662, 80221584, 81280926, 81273453, 81387962, 81554996, 81098586"
80210290,Show Dogs,Kids,"Children & Family, Comedy, US",2018,U/A 7+,"Hindi, English [Original]","81488581, 81191433, 81349324, 81107362, 81040639, 80204923, 80245121, 80992263, 60020810, 81623335, 80239306, 81309532"
80210294,Twelve Forever,Kids,"Kids' TV, TV Cartoons",2019,U/A 7+,N/A,"80147919, 80130696, 80221553, 80992673, 81045859, 80994692, 80178941, 81150180, 80244340, 80179762, 80221337, 80115346"
80210361,Chambers,Horror,"Teen TV Shows, TV Mysteries, US TV Shows, Horror TV Serials",2019,A,N/A,"81068755, 80222802, 81351571, 81112336, 81059720, 81046216, 81037850, 80213445, 80176219, 80209229, 81152779, 80241472"
80210691,End Game,Documentary,"Documentaries, US",2018,U/A 13+,"English [Original], English - Audio Description","80998853, 81284341, 80201728, 80106307, 81072979, 81089353, 81554996, 80201543, 81713263, 80192445, 81350804, 81004466"
80210736,Stand Up and Away! with Brian Regan,Comedy,"TV Comedies, Stand-Up Comedy, US TV Shows",2018,U/A 13+,N/A,"81175613, 80134827"
80210767,Spiderhead,Thriller,"Sci-Fi, Thriller, Based on Books, US",2022,A,"Hindi, English [Original], Tamil, Telugu, English - Audio Description","80119233, 81288179, 80231903, 81058434, 81023636, 80206300, 80099016, 81025509, 80217569, 81038410, 80158764, 80183339"
80210920,The Mother,Action,"Drama, Action & Adventure, US",2023,U/A 16+,"Hindi - Audio Description, Hindi, English [Original], Tamil, Telugu, English - Audio Description","81058695, 81486213, 81282091, 81280035, 80993017, 81064546, 60022967, 81058613, 81458368, 81416533, 81043365, 81028975"
80211128,Super Giant Robot Brothers,Kids,"Kids' TV, TV Comedies, TV Cartoons",2022,U/A 7+,N/A,"81004665, 80988892, 81092958, 70177689, 81068803, 81007144, 80244340, 80147920, 80217957, 81112503, 80221337, 81687083"
80211136,Secret City,Thriller,"Political TV Shows, TV Dramas, Australian, TV Shows Based on Books, TV Mysteries, TV Thrillers",2016,A,N/A,"80235864, 81396545, 80223793, 70178217, 80195198, 80113647, 70302482, 81417796, 81152788, 80185171, 81288983, 81045829"
80211449,The Royal Hibiscus Hotel,Comedy,"Nollywood, Romantic Comedies, Comedy, Romantic, African",2017,U/A 13+,English [Original],"81434660, 81270692, 81462490, 81076586, 81663113, 81435742, 81172728, 81397313, 81172904, 81397731, 81651693, 81270775"
80211465,Wanderlust,Drama,"Romantic TV Dramas, TV Dramas, British, TV Comedies, Romantic TV Comedies",2018,A,N/A,"81140470, 81393836, 80095411, 81578318, 81476441, 81070890, 60023237, 81381634, 81058385, 80095699, 81069541, 81158146"
80211492,Mighty Little Bheem,Kids,"Kids' TV, TV Comedies, TV Cartoons",2019,U,N/A,"81381727, 81011059, 81637392, 81286920, 80104199, 70286901, 81322703, 81193947, 80063705, 81063145, 81312752, 80097248"
80211559,I'm Thinking of Ending Things,Drama,"Drama, Independent, Based on Books, US",2020,U/A 16+,"English [Original], English - Audio Description","60034545, 81349306, 80199689, 81178338, 80223779, 80171659, 81060149, 81317320, 70264888, 60023237, 80100937, 81478910"
80211563,Tales of the City,Drama,"TV Dramas, TV Shows Based on Books, US TV Shows",2019,A,N/A,"81088617, 81076871, 81000365, 81562449, 70304246, 81059939, 81029148, 81645391, 81210762, 81589003, 81498294, 80235267"
80211572,Monarca,Drama,"TV Dramas, Mexican, Social Issue TV Dramas",2019,A,N/A,"81098497, 80107369, 81317562, 81166747, 81167761, 81133447, 80241387, 81069463, 81494917, 80066429, 81175669, 70205672"
80211576,First Team: Juventus,Documentary,"Docuseries, Sports, US TV Shows",2018,U/A 13+,N/A,"81223488, 81005126, 81783473, 80226279, 81733186, 81386989, 81681112, 81074673, 81580687, 80207046, 81665042, 81654726"
80211621,Huge in France,Comedy,"TV Comedies, US TV Shows",2019,A,N/A,"81276519, 81312799, 80170187, 80124680"
80211623,Otherhood,Comedy,"Comedy, Based on Books, US",2019,A,"English [Original], Hindi, English - Audio Description","81648431, 81030422, 80174897, 81323980, 81406319, 80240954, 80220496, 80189630, 81281320, 80200642, 81649297, 80194950"
80211627,Russian Doll,Comedy,"TV Dramas, TV Comedies, US TV Shows",2019,A,N/A,"80219707, 80178724, 80124522, 80114988, 70242311, 70264888, 80119426, 81305952, 80133117, 81281864, 80175722, 81516751"
80211634,Baby,Drama,"TV Dramas, Italian, Teen TV Shows",2018,A,N/A,"81557682, 80211686, 80200942, 81021245, 81219887, 81559019, 81342553, 60023237, 81711218, 81033243, 80117470, 81660270"
